"id.line","h1","h2","verse","word"
1316,"8-comm","your calling, part ii",66,"tell me the missing chapter that gives peace instead of regimen, so"
1317,"8-comm","your calling, part ii",66,"that i may find mine."
1318,"dex",NA,NA,"---"
1319,"dex",NA,NA,"title: ""skilled reflection"""
1320,"dex",NA,NA,"output:"
1321,"dex",NA,NA,"word_document: default"
1322,"dex",NA,NA,"pdf_document: default"
1323,"dex",NA,NA,"site: bookdown::bookdown_site"
1324,"dex",NA,NA,"documentclass: book"
1325,"dex",NA,NA,"bibliography:"
1326,"dex",NA,NA,"- book.bib"
1327,"dex",NA,NA,"- packages.bib"
1328,"dex",NA,NA,"link-citations: yes"
1329,"dex",NA,NA,"version: 2.16"
1330,"dex",NA,NA,"---"
1331,"dex",NA,NA,"# preface {.unnumbered}"
1332,"dex",NA,NA,"```{r, echo = false, fig.align='center'}"
1333,"dex",NA,NA,"knitr::include_graphics(""figs/sr_gray_transp.png"")"
1334,"dex",NA,NA,"```"
1335,"dex","you",NA,"you"
1336,"dex","you",1,"you and i:"
1337,"dex","you",1,"**introduction.** this book is centered on you, the specific reader that you are aware is currently reading. i am the one writing."
1338,"dex","you",1.1,"**self.** for now, focus on applying these words to your actual [self][self], and determining exactly what or who that is."
1339,"dex","you",1.2,"**pri.** identify and own your [pris][priorities] before you die."
1340,"dex","you",1.3,"**ppl.** you are not all the other imagined readers. perhaps they are [ppl][ppl]. you will be too, but not yet."
1341,"dex","you",1.4,"**bet.** first you'll [bet][bet] about who you (think you) are, until you get sick of losing."
1342,"dex","you",1.5,"**education.** at that point you should become [a student][education] of better methods."
1343,"dex","you",1.6,"**words.** as a student you'll simulate methods efficiently with [words]."
1344,"dex","you",1.7,"**revision.** you want an answer to the same questions (below) as the rest. [revise][revisions] your words until they are uniquely you."
1345,"dex","you",1.8,"**comm.** then you may contextualize and [communicate][communication] who you are among ppl."
1346,"dex","you",2,"until then, you and i and they are all the same."
1347,"dex","questions",2,"questions"
1348,"dex","questions",3,"any questions?"
1349,"dex","questions",3,"you. how am i and what do i need?"
1350,"dex","questions",3.1,"self. what must i do to have it?"
1351,"dex","questions",3.2,"priorities. what actions maximize my life?"
1352,"dex","questions",3.3,"others. what are people?"
1353,"dex","questions",3.4,"bet. how do i take action?"
1354,"dex","questions",3.5,"learn. how do i figure out a better plan for my life?"
1355,"dex","questions",3.6,"words. what are they good for?"
1356,"dex","questions",3.7,"revision. what would my life look like on paper?"
1357,"dex","questions",3.8,"communication. how do i relate to or help others?"
1358,"dex","scope",3,"scope"
1359,"dex","scope",4,"a book with defined terms is a book for humans."
1360,"dex","scope",5,"the following list describes the critical concepts that this book deals with and by impliciation, what it does not deal with."
1361,"dex","scope",6,"after each definition is a link to its primary context in the book."
1362,"dex","scope",7,"note that there may be slight discrepancies with definitions in main text as sections become updated. (last revised: v2.15)."
1363,"dex","scope",7,"-   a goal names an ideal future outcome, and requires a plan to intentionally achieve it. ([**c2.38**][core concepts])\"
1364,"dex","scope",7,"-   a plan comprises words that facilitate your goal. ([**c2.44**][core concepts])\"
1365,"dex","scope",7,"-   a cost is what's materially required for goals--an amount and kind of force. ([**c2.49**][core concepts])\"
1366,"dex","scope",7,"-   food is the necessary and sufficient material to satisfy these needs. ([**c2.56**][self])\"
1367,"dex","scope",7,"-   cake is all non-food goals. ([**c2.57**][self])\"
1368,"dex","scope",7,"-   self is the goal to maintain habit, ideally to maximize bet outcomes. ([**c2.58**][self])\"
1369,"dex","scope",7,"-   home is the collection of tools, materials and money (which support habits). ([**c2.59**][home])\"
1370,"dex","scope",7,"-   pri is management of the goals in your life (and common themes therein). ([**c3.33**][attention and time])\"
1371,"dex","scope",7,"-   ppl are different versions of each others' pri (writer and reader are different, too).([**c4.1**][ppl])\"
1372,"dex","scope",7,"-   time is the constant (or denominator) for pri and forces (lib and memory). ([**c3.38**][attention and time])\"
1373,"dex","scope",7,"-   money is traded for maintenance of, or insurance for self and cake. ([**c4.09**][ppl])\"
1374,"dex","scope",7,"-   work is performing a specific task on a collective garden for money. ([**c4.10**][work])\"
1375,"dex","scope",7,"-   norms are the ""average"" person's habits, including work and chud. ([**c4.13**][work])\"
1376,"dex","scope",7,"-   a force is any cause of change including actions. ([**c4.20**][work])\"
1377,"dex","scope",7,"-   maintenance is any recurring cost to neither move toward nor away from a goal. ([**c4.21**][work])\"
1378,"dex","scope",7,"-   an alignment is a reduced cost due to a force shared between at least two goals. ([**c4.22**][work])\"
1379,"dex","scope",7,"-   a relationship (rltp) is a goal about ppl. ([**c4.23**][work])\"
1380,"dex","scope",7,"-   a bet is a plan that leverages time against chud to facilitate goals or a reality check. ([c5.28][bet])\"
1381,"dex","scope",7,"-   chud is an acronym for assessing the reality of goals: costs, habits, unknowns and doubts. ([**c5.41**][c.h.u.d.])\"
1382,"dex","scope",7,"-   a habit is the historical average of your actions and their by-products.([**c5.43**][costs and habits])\"
1383,"dex","scope",7,"-   an unknown is a force (especially out of your control) that makes your plan wrong.([**c5.44**][unknowns and doubts])\"
1384,"dex","scope",7,"-   a doubt is a source of predictable or nameable unknown, for example, ""denial"" or ""anxiety"". ([**c5.48**][unknowns and doubts])\"
1385,"dex","scope",7,"-   a student is a writer sacrificing time for concentrated revision of their pris. ([**c6.15**][student])\"
1386,"dex","scope",7,"-   a reader is a writer studying their own reaction to and potential use of others' plans. ([**c6.39**][read])\"
1387,"dex","scope",7,"-   a writer invests time and energy to map feelings onto words. ([**c6.64**][write plan])\"
1388,"dex","scope",7,"-   an instructor advises and enforces students' bets on plans ([**c6.73**][instructor])\"
1389,"dex","scope",7,"-   a word is a bet for simulating (direct attention to) truth (reality) or falsehood (fantasy). ([**c7.20**][word as bet])\"
1390,"dex","scope",7,"-   an example is an individual, particular event or object of reality. ([**c7.45**][example and idea])\"
1391,"dex","scope",7,"-   a use-case is an example with consequence (vs hype). ([**c7.45**][example and idea])\"
1392,"dex","scope",7,"-   a hype (hypothetical/hype) is an example in-principle (vs use-case).([**c7.45**][example and idea])\"
1393,"dex","scope",7,"-   a link is a word that relates at least two examples, ideas, or describes actions, roles, and transformations. ([**c7.46**][example and idea])\"
1394,"dex","scope",7,"-   an idea is a set of criteria that links examples as similar (vs not). ([**c7.46**][example and idea])\"
1395,"dex","scope",7,"-   a plan is a bet on a winning arrangement of words that result in the goal. ([**c7.23**][word as bet])\"
1396,"dex","scope",7,"-   a scientist bets new content against the unknown, evaluated for their net gain for norms. ([**c7.47**][role scientist])\"
1397,"dex","scope",7,"-   a researcher is a scientist writer, a data-collector and hypothesis tester. ([**c7.48**][role scientist])\"
1398,"dex","scope",7,"-   a scholar is a scientist reader, curating toward theory development and comm. ([**c7.49**][role scientist])\"
1399,"dex","scope",7,"-   a lesson is an ordered set of prompts, usually three to four, up to 60 minutes.([**c8.19**][lessons])\"
1400,"dex","scope",7,"-   a note is a general plan for revision. (available on request.) ([**c8.33**][notes and peers])\"
1401,"dex","scope",7,"-   a recipe is a doc format that pris content (ideas and links) over style. ([**c8.37**][doc types])\"
1402,"dex","scope",7,"-   comm is the exchange of words between ppl. ([**c9.45**][style])\"
1403,"dex","scope",7,"-   versions are variations of style on a identical content, implicitly in temporal order. ([**c9.61**][pris differ])\"
1404,"dex","scope",7,"-   a plan for a doc is an earlier version of the (same) final doc. ([**c9.62**][pris differ])\"
1405,"dex","scope",7,"-   pitch is doc style for why to read. ([**c9.65**][norms style])"
1406,"dex","draft",7,"draft"
1407,"dex","draft",8,"this is an early copy of skilled reflection, and much of it is still in development. thank you for your patience. i welcome any and all constructive feedback ([skilledreflection\@gmail.com](mailto:skilledreflection@gmail.com){.email}). check back later for a revised and updated version."
1408,"dex","version",8,"version"
1409,"dex","version",9,"when i first set out to write sr as a book i quickly realized a problem could hang me up forever, both simple and superficial."
1410,"dex","version",10,"it is the problem of what order to present the information, so that its truth is easily learnable and most evident."
1411,"dex","version",11,"in version 1 of this book, i deliberately set aside this problem, in order to name and contain the system of thinking."
1412,"dex","version",12,"version 2 takes the first step in remediation by streamlining all essential terms and links of the system into a shared frame, called ""the garden"" (introduced in version one). even still, in this respect version 2 is only a working prototype at best."
1413,"dex","version",13,"i pen this forward at the advent of betting my life on version 3 (2022-08-30). i cannot promise if / when it will surface, but if you are curious, do not wait. you can find version 3 already here, between the lines and at their intersections."
1414,"dex","version",13,"```{r include=false}"
1415,"dex","version",13,"# automatically create a bib database for r packages"
1416,"dex","version",13,"knitr::write_bib(c("
1417,"dex","version",13,".packages(), 'bookdown', 'knitr', 'rmarkdown'"
1418,"dex","version",13,"), 'packages.bib')"
1419,"dex","version",13,"```"
